dc_id,sku_id,factory_id,unit_transport_cost,holding_cost,stockout_cost,objective,transport_cost,holding_cost_total,stockout_cost_total,total_cost_check
DC006,SKU006,F001,212.0,3.18,318.0,6379373.619999994,6084400.0,286705.62,8268.0,6379373.62
DC006,SKU008,F001,212.0,3.18,318.0,2601547.3999999994,2463440.0,134291.4,3816.0,2601547.4
DC006,SKU009,F001,212.0,3.18,318.0,1491588.5399999996,1424640.0,54228.54,12720.0,1491588.54
DC006,SKU011,F001,212.0,3.18,318.0,2821012.979999999,2607600.0,103384.98000000001,110028.0,2821012.98
DC006,SKU012,F001,212.0,3.18,318.0,1858769.3599999752,1433120.0,42141.36,383508.0,1858769.36
DC006,SKU013,F001,212.0,3.18,318.0,252594.81999999992,198220.0,21302.82,33072.0,252594.82
DC006,SKU014,F001,212.0,3.18,318.0,2752129.94,2635160.0,95663.94,21306.0,2752129.94
DC006,SKU015,F001,212.0,3.18,318.0,1221647.88,1180416.0,38687.880000000005,2544.0,1221647.88
DC006,SKU016,F001,212.0,3.18,318.0,577314.1599999986,474880.0,99890.16,2544.0,577314.16
DC006,SKU017,F001,212.0,3.18,318.0,1299990.36,1113000.0,41664.36,145326.0,1299990.36
DC006,SKU019,F001,212.0,3.18,318.0,35297799.66,34280400.0,1011357.66,6042.0,35297799.66
DC006,SKU022,F001,212.0,3.18,318.0,61095279.36000004,56858400.0,1289973.36,2946906.0,61095279.36
DC006,SKU023,F001,212.0,3.18,318.0,139559512.02,135086400.0,3368380.02,1104732.0,139559512.02
DC006,SKU024,F001,212.0,3.18,318.0,1148374.32,1074840.0,34420.32,39114.0,1148374.32
DC006,SKU025,F001,212.0,3.18,318.0,18047539.86,17477280.0,558175.86,12084.0,18047539.86
DC006,SKU026,F001,212.0,3.18,318.0,822131.7599999794,725040.0,20453.760000000002,76638.0,822131.76
DC006,SKU027,F001,212.0,3.18,318.0,60067.02,44520.0,3145.02,12402.0,60067.02
DC006,SKU029,F001,212.0,3.18,318.0,19667668.24,18781504.0,884574.24,1590.0,19667668.24
DC006,SKU030,F001,212.0,3.18,318.0,337318.5,305280.0,15502.5,16536.0,337318.5
DC006,SKU031,F001,212.0,3.18,318.0,5425098.02,5223680.0,190924.02000000002,10494.0,5425098.02
DC006,SKU032,F001,212.0,3.18,318.0,3208432.38,3071880.0,128284.38,8268.0,3208432.38
DC006,SKU034,F001,212.0,3.18,318.0,1615309.6199999999,1556928.0,48841.62,9540.0,1615309.62
DC006,SKU036,F001,212.0,3.18,318.0,10392552.7,10091200.0,287360.7,13992.0,10392552.7
DC006,SKU038,F001,212.0,3.18,318.0,463179.7199999981,436296.0,21795.72,5088.0,463179.72
DC006,SKU039,F001,212.0,3.18,318.0,2596489.079999999,2484216.0,104005.08,8268.0,2596489.08
DC006,SKU041,F001,212.0,3.18,318.0,574463.8200000001,508800.0,54851.82,10812.0,574463.82
DC006,SKU042,F001,212.0,3.18,318.0,120801.83999999998,81408.0,4095.84,35298.0,120801.84
DC006,SKU045,F001,212.0,3.18,318.0,66270557.64,63956160.0,2290547.64,23850.0,66270557.64
DC006,SKU046,F001,212.0,3.18,318.0,43519985.4,39818688.0,914981.4,2786316.0,43519985.4
DC006,SKU047,F001,212.0,3.18,318.0,9517697.6,9205040.0,299301.60000000003,13356.0,9517697.6
DC006,SKU048,F001,212.0,3.18,318.0,29411.820000000003,0.0,29411.82,0.0,29411.82
DC006,SKU050,F001,212.0,3.18,318.0,332979.91999999894,308672.0,23671.920000000002,636.0,332979.92
DC006,SKU052,F001,212.0,3.18,318.0,180440.62,169600.0,10840.62,0.0,180440.62
DC006,SKU053,F001,212.0,3.18,318.0,1281130.8399999987,1085440.0,33510.840000000004,162180.0,1281130.84
DC006,SKU054,F001,212.0,3.18,318.0,254221.92,0.0,254221.92,0.0,254221.92
DC006,SKU055,F001,212.0,3.18,318.0,576935.7399999984,551200.0,18103.74,7632.0,576935.74
DC006,SKU056,F001,212.0,3.18,318.0,1552212.06,1455168.0,40758.060000000005,56286.0,1552212.06
DC006,SKU057,F001,212.0,3.18,318.0,250205.57999999964,231504.0,14885.58,3816.0,250205.58
DC006,SKU058,F001,212.0,3.18,318.0,3601839.719999997,3243600.0,89211.72,269028.0,3601839.72
DC006,SKU060,F001,212.0,3.18,318.0,556764.9999999994,525760.0,16059.0,14946.0,556765.0
DC006,SKU062,F001,212.0,3.18,318.0,18339690.7,17818600.0,511550.7,9540.0,18339690.7
DC006,SKU063,F001,212.0,3.18,318.0,3522744.6399961575,3222400.0,111770.64,188574.0,3522744.64
DC006,SKU068,F001,212.0,3.18,318.0,4930879.379999946,4731840.0,129715.38,69324.0,4930879.38
DC006,SKU069,F001,212.0,3.18,318.0,7250132.880000117,6713616.0,177176.88,359340.0,7250132.88
DC006,SKU070,F001,212.0,3.18,318.0,1674142.7999999619,1620528.0,40894.8,12720.0,1674142.8
DC006,SKU071,F001,212.0,3.18,318.0,356024.32,233200.0,9616.32,113208.0,356024.32
DC007,SKU001,F001,169.0,2.535,253.5,1774.5,0.0,0.0,1774.5,1774.5
DC007,SKU002,F001,169.0,2.535,253.5,11769.159999,8788.0,2981.1600000000003,0.0,11769.16
DC007,SKU005,F001,169.0,2.535,253.5,209249.03999999905,188604.0,14814.54,5830.5,209249.04
DC007,SKU006,F001,169.0,2.535,253.5,1216866.754999996,1159340.0,46879.755000000005,10647.0,1216866.755
DC007,SKU008,F001,169.0,2.535,253.5,2239728.2699999954,2164890.0,72556.77,2281.5,2239728.27
DC007,SKU009,F001,169.0,2.535,253.5,225300.65999999986,202800.0,18951.66,3549.0,225300.66
DC007,SKU011,F001,169.0,2.535,253.5,166696.52999999933,152100.0,9273.03,5323.5,166696.53
DC007,SKU012,F001,169.0,2.535,253.5,102195.98999999695,65910.0,11442.99,24843.0,102195.99
DC007,SKU015,F001,169.0,2.535,253.5,192365.93999999997,178464.0,8578.44,5323.5,192365.94
DC007,SKU016,F001,169.0,2.535,253.5,309485.47500000003,283920.0,24297.975000000002,1267.5,309485.475
DC007,SKU017,F001,169.0,2.535,253.5,36600.33,28392.0,3898.8300000000004,4309.5,36600.33
DC007,SKU019,F001,169.0,2.535,253.5,7419412.65,7012824.0,228378.15000000002,178210.5,7419412.65
DC007,SKU022,F001,169.0,2.535,253.5,6728952.165000001,6254352.0,141754.665,332845.5,6728952.165
DC007,SKU023,F001,169.0,2.535,253.5,18916395.615,18245916.0,664649.115,5830.5,18916395.615
DC007,SKU024,F001,169.0,2.535,253.5,71357.71499999994,60840.0,4180.215,6337.5,71357.715
DC007,SKU025,F001,169.0,2.535,253.5,1123263.57,1034280.0,76308.57,12675.0,1123263.57
DC007,SKU026,F001,169.0,2.535,253.5,42537.3,20280.0,15159.300000000001,7098.0,42537.3
DC007,SKU027,F001,169.0,2.535,253.5,48519.9,21294.0,23169.9,4056.0,48519.9
DC007,SKU029,F001,169.0,2.535,253.5,3928771.729999997,3728816.0,193871.73,6084.0,3928771.73
DC007,SKU030,F001,169.0,2.535,253.5,162143.66999999998,146016.0,9029.67,7098.0,162143.67
DC007,SKU032,F001,169.0,2.535,253.5,664223.235,638820.0,24642.735,760.5,664223.235
DC007,SKU034,F001,169.0,2.535,253.5,383758.43999996304,356928.0,20999.940000000002,5830.5,383758.44
DC007,SKU038,F001,169.0,2.535,253.5,172476.33,156156.0,15559.830000000002,760.5,172476.33000000002
DC007,SKU039,F001,169.0,2.535,253.5,466832.9249999999,432978.0,33854.925,0.0,466832.925
DC007,SKU041,F001,169.0,2.535,253.5,185169.07499999864,170352.0,11775.075,3042.0,185169.075
DC007,SKU042,F001,169.0,2.535,253.5,66057.02999999998,40560.0,3442.53,22054.5,66057.03
DC007,SKU045,F001,169.0,2.535,253.5,14069964.87,13547040.0,513545.37000000005,9379.5,14069964.87
DC007,SKU046,F001,169.0,2.535,253.5,9824144.914883558,9561344.0,262800.91500000004,0.0,9824144.915
DC007,SKU047,F001,169.0,2.535,253.5,4690001.8100000005,4525820.0,156576.81,7605.0,4690001.81
DC007,SKU050,F001,169.0,2.535,253.5,0.0,0.0,0.0,0.0,0.0
DC007,SKU052,F001,169.0,2.535,253.5,36660.325,27040.0,3282.8250000000003,6337.5,36660.325
DC007,SKU053,F001,169.0,2.535,253.5,90250.22499999979,67600.0,7947.225,14703.0,90250.225
DC007,SKU054,F001,169.0,2.535,253.5,135341.11500000002,0.0,135341.11500000002,0.0,135341.11500000002
DC007,SKU055,F001,169.0,2.535,253.5,16435.25,8450.0,633.75,7351.5,16435.25
DC007,SKU056,F001,169.0,2.535,253.5,46255.29999999999,35152.0,8821.800000000001,2281.5,46255.3
DC007,SKU057,F001,169.0,2.535,253.5,35284.665,26364.0,5371.665,3549.0,35284.665
DC007,SKU059,F001,169.0,2.535,253.5,146308.36999999703,114920.0,6038.37,25350.0,146308.37
DC007,SKU060,F001,169.0,2.535,253.5,39593.319999999956,27040.0,8750.82,3802.5,39593.32
DC007,SKU062,F001,169.0,2.535,253.5,2814219.264999982,2678650.0,123908.26500000001,11661.0,2814219.265
DC007,SKU063,F001,169.0,2.535,253.5,1351819.1700000002,1292850.0,51871.170000000006,7098.0,1351819.17
DC007,SKU068,F001,169.0,2.535,253.5,717315.43,676000.0,22809.93,18505.5,717315.43
DC007,SKU069,F001,169.0,2.535,253.5,1007740.2399592036,957892.0,36412.740000000005,13435.5,1007740.24
DC007,SKU070,F001,169.0,2.535,253.5,164332.21999999174,149396.0,14936.220000000001,0.0,164332.22
DC007,SKU071,F001,169.0,2.535,253.5,5577.0,0.0,0.0,5577.0,5577.0
DC008,SKU005,F001,344.0,5.16,516.0,531681.2399999984,470592.0,48189.24,12900.0,531681.24
DC008,SKU006,F001,344.0,5.16,516.0,2893482.04,2721040.0,171926.04,516.0,2893482.04
DC008,SKU008,F001,344.0,5.16,516.0,1522912.0799999947,1444800.0,69856.08,8256.0,1522912.08
DC008,SKU009,F001,344.0,5.16,516.0,33952.8,0.0,33952.8,0.0,33952.8
DC008,SKU011,F001,344.0,5.16,516.0,169629.83999999842,154800.0,12249.84,2580.0,169629.84
DC008,SKU012,F001,344.0,5.16,516.0,82295.11999999986,44720.0,9711.12,27864.0,82295.12
DC008,SKU015,F001,344.0,5.16,516.0,435576.23999999993,396288.0,26388.24,12900.0,435576.24
DC008,SKU016,F001,344.0,5.16,516.0,211360.48,134848.0,75996.48,516.0,211360.47999999998
DC008,SKU017,F001,344.0,5.16,516.0,48405.95999700002,43344.0,2481.96,2580.0,48405.96
DC008,SKU019,F001,344.0,5.16,516.0,14275836.599999959,13913424.0,351576.60000000003,10836.0,14275836.6
DC008,SKU022,F001,344.0,5.16,516.0,10342693.68,9993888.0,254893.68,93912.0,10342693.68
DC008,SKU023,F001,344.0,5.16,516.0,39805875.72,38390400.0,1407735.72,7740.0,39805875.72
DC008,SKU024,F001,344.0,5.16,516.0,38230.44,30960.0,4174.4400000000005,3096.0,38230.44
DC008,SKU025,F001,344.0,5.16,516.0,1150876.0799999998,1073280.0,77596.08,0.0,1150876.08
DC008,SKU026,F001,344.0,5.16,516.0,68684.76,0.0,68684.76,0.0,68684.76
DC008,SKU029,F001,344.0,5.16,516.0,3839614.48,3313408.0,520530.48000000004,5676.0,3839614.48
DC008,SKU030,F001,344.0,5.16,516.0,115258.91999999671,99072.0,14638.92,1548.0,115258.92
DC008,SKU031,F001,344.0,5.16,516.0,0.0,0.0,0.0,0.0,0.0
DC008,SKU032,F001,344.0,5.16,516.0,1272105.12,1199184.0,57441.12,15480.0,1272105.12
DC008,SKU034,F001,344.0,5.16,516.0,499606.67999999825,462336.0,34174.68,3096.0,499606.68
DC008,SKU038,F001,344.0,5.16,516.0,43684.56,14448.0,17884.56,11352.0,43684.56
DC008,SKU039,F001,344.0,5.16,516.0,347763.3599999999,317856.0,21651.36,8256.0,347763.36
DC008,SKU041,F001,344.0,5.16,516.0,138112.56,115584.0,7048.56,15480.0,138112.56
DC008,SKU042,F001,344.0,5.16,516.0,44520.47999999984,16512.0,3756.48,24252.0,44520.479999999996
DC008,SKU045,F001,344.0,5.16,516.0,10342213.8,9411840.0,930373.8,0.0,10342213.8
DC008,SKU046,F001,344.0,5.16,516.0,9175592.839999994,8872448.0,300048.84,3096.0,9175592.84
DC008,SKU047,F001,344.0,5.16,516.0,1350900.04,1270048.0,72080.04000000001,8772.0,1350900.04
DC008,SKU049,F001,344.0,5.16,516.0,3096.0,0.0,0.0,3096.0,3096.0
DC008,SKU052,F001,344.0,5.16,516.0,116201.48000000001,96320.0,6981.4800000000005,12900.0,116201.48
DC008,SKU053,F001,344.0,5.16,516.0,112393.39999999982,55040.0,8333.4,49020.0,112393.4
DC008,SKU054,F001,344.0,5.16,516.0,165666.96,0.0,165666.96,0.0,165666.96
DC008,SKU055,F001,344.0,5.16,516.0,11352.0,0.0,0.0,11352.0,11352.0
DC008,SKU056,F001,344.0,5.16,516.0,94500.24,0.0,94500.24,0.0,94500.24
DC008,SKU057,F001,344.0,5.16,516.0,41403.840000000004,0.0,41403.840000000004,0.0,41403.840000000004
DC008,SKU059,F001,344.0,5.16,516.0,215175.43999999994,178880.0,9463.44,26832.0,215175.44
DC008,SKU060,F001,344.0,5.16,516.0,70136.43999999993,27520.0,10624.44,31992.0,70136.44
DC008,SKU062,F001,344.0,5.16,516.0,2342920.3600000003,2236000.0,97116.36,9804.0,2342920.36
DC008,SKU063,F001,344.0,5.16,516.0,518937.7599999966,481600.0,16181.76,21156.0,518937.76
DC008,SKU068,F001,344.0,5.16,516.0,519347.11999999883,467840.0,30867.120000000003,20640.0,519347.12
DC008,SKU069,F001,344.0,5.16,516.0,814865.48,769184.0,36909.48,8772.0,814865.48
DC008,SKU070,F001,344.0,5.16,516.0,122132.0399999684,107328.0,12740.04,2064.0,122132.04000000001
DC008,SKU071,F001,344.0,5.16,516.0,0.0,0.0,0.0,0.0,0.0
DC009,SKU001,F001,283.0,4.245,424.5,2075.8049995981733,0.0,377.805,1698.0,2075.805
DC009,SKU002,F001,283.0,4.245,424.5,12735.0,0.0,0.0,12735.0,12735.0
DC009,SKU005,F001,283.0,4.245,424.5,130287.53984841488,91692.0,38595.54,0.0,130287.54000000001
DC009,SKU006,F001,283.0,4.245,424.5,835444.2999999868,792400.0,25639.8,17404.5,835444.3
DC009,SKU008,F001,283.0,4.245,424.5,77696.23499999914,59430.0,8927.235,9339.0,77696.235
DC009,SKU009,F001,283.0,4.245,424.5,167009.61999999985,113200.0,23670.12,30139.5,167009.62
DC009,SKU011,F001,283.0,4.245,424.5,132026.575,113200.0,11185.575,7641.0,132026.575
DC009,SKU012,F001,283.0,4.245,424.5,58109.805,0.0,14810.805,43299.0,58109.805
DC009,SKU015,F001,283.0,4.245,424.5,353302.8600000001,339600.0,12429.36,1273.5,353302.86
DC009,SKU017,F001,283.0,4.245,424.5,18253.5,0.0,0.0,18253.5,18253.5
DC009,SKU019,F001,283.0,4.245,424.5,5090476.65,4920804.0,159484.65,10188.0,5090476.65
DC009,SKU022,F001,283.0,4.245,424.5,4227680.399999999,3922380.0,110879.40000000001,194421.0,4227680.4
DC009,SKU023,F001,283.0,4.245,424.5,15329535.51,14599404.0,723339.51,6792.0,15329535.51
DC009,SKU025,F001,283.0,4.245,424.5,143285.73,118860.0,24425.73,0.0,143285.73
DC009,SKU026,F001,283.0,4.245,424.5,66667.72489899717,50940.0,15727.725,0.0,66667.725
DC009,SKU027,F001,283.0,4.245,424.5,4826.565,0.0,4826.5650000000005,0.0,4826.5650000000005
DC009,SKU029,F001,283.0,4.245,424.5,733504.8699999996,649768.0,71850.87,11886.0,733504.87
DC009,SKU030,F001,283.0,4.245,424.5,10196.49,0.0,10196.49,0.0,10196.49
DC009,SKU032,F001,283.0,4.245,424.5,509782.05,475440.0,22031.55,12310.5,509782.05
DC009,SKU034,F001,283.0,4.245,424.5,204965.57999999946,176592.0,19034.58,9339.0,204965.58000000002
DC009,SKU038,F001,283.0,4.245,424.5,25690.74,0.0,25690.74,0.0,25690.74
DC009,SKU039,F001,283.0,4.245,424.5,179932.81499999602,166404.0,12255.315,1273.5,179932.815
DC009,SKU041,F001,283.0,4.245,424.5,85999.45499999991,54336.0,26993.955,4669.5,85999.455
DC009,SKU042,F001,283.0,4.245,424.5,89.145,0.0,89.145,0.0,89.145
DC009,SKU045,F001,283.0,4.245,424.5,5179753.244999985,4618560.0,553127.745,8065.5,5179753.245
DC009,SKU046,F001,283.0,4.245,424.5,3527761.97,3384680.0,141383.97,1698.0,3527761.97
DC009,SKU047,F001,283.0,4.245,424.5,438207.1049999981,397332.0,24319.605,16555.5,438207.105
DC009,SKU050,F001,283.0,4.245,424.5,10226.205,0.0,10226.205,0.0,10226.205
DC009,SKU052,F001,283.0,4.245,424.5,19538.32,11320.0,3124.32,5094.0,19538.32
DC009,SKU053,F001,283.0,4.245,424.5,47876.52499999983,22640.0,9954.525,15282.0,47876.525
DC009,SKU055,F001,283.0,4.245,424.5,4669.5,0.0,0.0,4669.5,4669.5
DC009,SKU056,F001,283.0,4.245,424.5,23054.595,0.0,23054.595,0.0,23054.595
DC009,SKU057,F001,283.0,4.245,424.5,12624.630000000001,0.0,12624.630000000001,0.0,12624.630000000001
DC009,SKU059,F001,283.0,4.245,424.5,212943.3499999982,192440.0,11164.35,9339.0,212943.35
DC009,SKU060,F001,283.0,4.245,424.5,45380.46499999995,22640.0,9156.465,13584.0,45380.465
DC009,SKU062,F001,283.0,4.245,424.5,1026765.0349999955,990500.0,34142.535,2122.5,1026765.035
DC009,SKU063,F001,283.0,4.245,424.5,215364.41500000004,198100.0,12594.915,4669.5,215364.415
DC009,SKU068,F001,283.0,4.245,424.5,224418.99999999994,181120.0,16555.5,26743.5,224419.0
DC009,SKU069,F001,283.0,4.245,424.5,301703.46999999916,279604.0,12760.470000000001,9339.0,301703.47
DC009,SKU070,F001,283.0,4.245,424.5,44600.8,14716.0,24366.3,5518.5,44600.8
DC009,SKU071,F001,283.0,4.245,424.5,30552.679999999986,14150.0,4941.18,11461.5,30552.68
DC010,SKU001,F002,390.0,5.8500000000000005,585.0,0.0,0.0,0.0,0.0,0.0
DC010,SKU002,F002,390.0,5.8500000000000005,585.0,23942.09999781761,20280.0,737.1,2925.0,23942.1
DC010,SKU005,F002,390.0,5.8500000000000005,585.0,8758719.449999994,8438040.0,315999.45,4680.0,8758719.45
DC010,SKU006,F002,390.0,5.8500000000000005,585.0,8896289.999999996,8490300.0,383760.00000000006,22230.0,8896290.0
DC010,SKU007,F002,390.0,5.8500000000000005,585.0,125517.6,84240.0,41277.600000000006,0.0,125517.6
DC010,SKU008,F002,390.0,5.8500000000000005,585.0,10989973.799999988,10565100.0,393283.80000000005,31590.0,10989973.8
DC010,SKU009,F002,390.0,5.8500000000000005,585.0,8354273.85,7956000.0,374873.85000000003,23400.0,8354273.85
DC010,SKU011,F002,390.0,5.8500000000000005,585.0,1586759.84999999,1521000.0,65759.85,0.0,1586759.85
DC010,SKU012,F002,390.0,5.8500000000000005,585.0,1618747.6499999976,1521000.0,70252.65000000001,27495.0,1618747.65
DC010,SKU015,F002,390.0,5.8500000000000005,585.0,2137145.3999999813,2021760.0,112460.40000000001,2925.0,2137145.4
DC010,SKU016,F002,390.0,5.8500000000000005,585.0,2513899.0500000003,2315040.0,194179.05000000002,4680.0,2513899.05
DC010,SKU017,F002,390.0,5.8500000000000005,585.0,7439579.549999992,7190820.0,237059.55000000002,11700.0,7439579.55
DC010,SKU019,F002,390.0,5.8500000000000005,585.0,41589849.59999998,40196520.0,1375779.6,17550.0,41589849.6
DC010,SKU022,F002,390.0,5.8500000000000005,585.0,31189029.29999978,30031560.0,667239.3,490230.0,31189029.3
DC010,SKU023,F002,390.0,5.8500000000000005,585.0,171191463.30000007,164941920.0,3446223.3000000003,2803320.0,171191463.3
DC010,SKU024,F002,390.0,5.8500000000000005,585.0,2442819.5999999996,2351700.0,87024.6,4095.0,2442819.6
DC010,SKU025,F002,390.0,5.8500000000000005,585.0,15527257.20000001,15046200.0,468772.20000000007,12285.0,15527257.2
DC010,SKU026,F002,390.0,5.8500000000000005,585.0,7102941.299999999,6832800.0,248496.30000000002,21645.0,7102941.3
DC010,SKU027,F002,390.0,5.8500000000000005,585.0,89756.55,65520.0,4346.55,19890.0,89756.55
DC010,SKU029,F002,390.0,5.8500000000000005,585.0,29310118.5,27693120.0,1615828.5000000002,1170.0,29310118.5
DC010,SKU030,F002,390.0,5.8500000000000005,585.0,1771771.9499999725,1703520.0,58306.950000000004,9945.0,1771771.95
DC010,SKU032,F002,390.0,5.8500000000000005,585.0,5729156.55,5569200.0,152936.55000000002,7020.0,5729156.55
DC010,SKU033,F002,390.0,5.8500000000000005,585.0,1177441.1999999997,1130220.0,39031.200000000004,8190.0,1177441.2
DC010,SKU034,F002,390.0,5.8500000000000005,585.0,3232926.4499999997,3107520.0,117216.45000000001,8190.0,3232926.45
DC010,SKU039,F002,390.0,5.8500000000000005,585.0,3638407.499999999,3374280.0,264127.5,0.0,3638407.5
DC010,SKU040,F002,390.0,5.8500000000000005,585.0,303597.4499999938,278460.0,19872.45,5265.0,303597.45
DC010,SKU041,F002,390.0,5.8500000000000005,585.0,692563.95,655200.0,36778.950000000004,585.0,692563.95
DC010,SKU042,F002,390.0,5.8500000000000005,585.0,538983.8999999999,411840.0,15408.900000000001,111735.0,538983.9
DC010,SKU045,F002,390.0,5.8500000000000005,585.0,54036334.95000001,51511200.0,2523964.95,1170.0,54036334.95
DC010,SKU046,F002,390.0,5.8500000000000005,585.0,37078587.0,35530560.0,1157247.0,390780.0,37078587.0
DC010,SKU047,F002,390.0,5.8500000000000005,585.0,18087765.15,17542200.0,535035.15,10530.0,18087765.15
DC010,SKU048,F002,390.0,5.8500000000000005,585.0,70112.25,0.0,70112.25,0.0,70112.25
DC010,SKU050,F002,390.0,5.8500000000000005,585.0,122224.04999999642,65520.0,29209.050000000003,27495.0,122224.05
DC010,SKU052,F002,390.0,5.8500000000000005,585.0,352287.00000000006,327600.0,14742.000000000002,9945.0,352287.0
DC010,SKU053,F002,390.0,5.8500000000000005,585.0,862342.6499999996,561600.0,29887.65,270855.0,862342.65
DC010,SKU054,F002,390.0,5.8500000000000005,585.0,581601.15,0.0,581601.15,0.0,581601.15
DC010,SKU055,F002,390.0,5.8500000000000005,585.0,132149.55,97500.0,17684.550000000003,16965.0,132149.55
DC010,SKU056,F002,390.0,5.8500000000000005,585.0,620657.6999999713,527280.0,75242.70000000001,18135.0,620657.7
DC010,SKU057,F002,390.0,5.8500000000000005,585.0,306120.7499999966,223080.0,81870.75000000001,1170.0,306120.75
DC010,SKU059,F002,390.0,5.8500000000000005,585.0,7131738.899999983,6567600.0,197928.90000000002,366210.0,7131738.9
DC010,SKU060,F002,390.0,5.8500000000000005,585.0,275144.9999999992,218400.0,20475.000000000004,36270.0,275145.0
DC010,SKU062,F002,390.0,5.8500000000000005,585.0,17251441.349999994,16750500.0,483391.35000000003,17550.0,17251441.35
DC010,SKU068,F002,390.0,5.8500000000000005,585.0,7143097.649999999,6583200.0,210067.65000000002,349830.0,7143097.65
DC010,SKU069,F002,390.0,5.8500000000000005,585.0,6160223.549791831,5921760.0,168848.55000000002,69615.0,6160223.55
DC010,SKU070,F002,390.0,5.8500000000000005,585.0,2679409.1999999853,2575560.0,82204.20000000001,21645.0,2679409.2
DC010,SKU071,F002,390.0,5.8500000000000005,585.0,782755.35,721500.0,30835.350000000002,30420.0,782755.35
DC011,SKU001,F002,397.0,5.955,595.5,56919.87499999999,31760.0,15036.375,10123.5,56919.875
DC011,SKU002,F002,397.0,5.955,595.5,125070.88,82576.0,7955.88,34539.0,125070.88
DC011,SKU005,F002,397.0,5.955,595.5,1024498.1999999939,957564.0,63956.700000000004,2977.5,1024498.2
DC011,SKU006,F002,397.0,5.955,595.5,2756093.0999999996,2584470.0,159713.1,11910.0,2756093.1
DC011,SKU008,F002,397.0,5.955,595.5,276776.49,250110.0,21306.99,5359.5,276776.49
DC011,SKU009,F002,397.0,5.955,595.5,124278.865,63520.0,46466.865,14292.0,124278.86499999999
DC011,SKU011,F002,397.0,5.955,595.5,1009813.1699999996,952800.0,39743.67,17269.5,1009813.17
DC011,SKU012,F002,397.0,5.955,595.5,194962.72999999992,103220.0,60776.73,30966.0,194962.73
DC011,SKU015,F002,397.0,5.955,595.5,209556.44959591757,190560.0,15423.45,3573.0,209556.45
DC011,SKU016,F002,397.0,5.955,595.5,358822.49499999965,311248.0,42810.495,4764.0,358822.495
DC011,SKU017,F002,397.0,5.955,595.5,1133087.625,1033788.0,86198.625,13101.0,1133087.625
DC011,SKU019,F002,397.0,5.955,595.5,15306922.56,14889882.0,405726.06,11314.5,15306922.56
DC011,SKU022,F002,397.0,5.955,595.5,10483527.389999915,9875772.0,207579.39,400176.0,10483527.39
DC011,SKU023,F002,397.0,5.955,595.5,68857462.53,64471212.0,1926835.53,2459415.0,68857462.53
DC011,SKU024,F002,397.0,5.955,595.5,706578.6149999816,643140.0,49146.615,14292.0,706578.615
DC011,SKU025,F002,397.0,5.955,595.5,5951438.909999999,5645340.0,163178.91,142920.0,5951438.91
DC011,SKU026,F002,397.0,5.955,595.5,0.0,0.0,0.0,0.0,0.0
DC011,SKU027,F002,397.0,5.955,595.5,53219.834999999985,33348.0,3793.335,16078.5,53219.835
DC011,SKU029,F002,397.0,5.955,595.5,6311214.205,5980408.0,326637.705,4168.5,6311214.205
DC011,SKU030,F002,397.0,5.955,595.5,41387.25,19056.0,7443.75,14887.5,41387.25
DC011,SKU032,F002,397.0,5.955,595.5,2175933.179999991,2084250.0,81559.68000000001,10123.5,2175933.18
DC011,SKU033,F002,397.0,5.955,595.5,37439.085,16674.0,3495.585,17269.5,37439.085
DC011,SKU034,F002,397.0,5.955,595.5,1094213.385,1029024.0,58638.885,6550.5,1094213.385
DC011,SKU039,F002,397.0,5.955,595.5,1002857.7299999918,933744.0,63754.23,5359.5,1002857.73
DC011,SKU040,F002,397.0,5.955,595.5,0.0,0.0,0.0,0.0,0.0
DC011,SKU041,F002,397.0,5.955,595.5,290818.37999999983,247728.0,22843.38,20247.0,290818.38
DC011,SKU042,F002,397.0,5.955,595.5,3954.12,0.0,976.62,2977.5,3954.12
DC011,SKU045,F002,397.0,5.955,595.5,15654768.00444381,14990720.0,664048.005,0.0,15654768.005
DC011,SKU046,F002,397.0,5.955,595.5,16025216.645,14657240.0,567029.145,800947.5,16025216.645
DC011,SKU047,F002,397.0,5.955,595.5,719072.2049999987,681252.0,36033.705,1786.5,719072.205
DC011,SKU050,F002,397.0,5.955,595.5,127832.01499999959,88928.0,16275.015,22629.0,127832.015
DC011,SKU052,F002,397.0,5.955,595.5,73603.8,47640.0,7503.3,18460.5,73603.8
DC011,SKU053,F002,397.0,5.955,595.5,288914.76499999943,222320.0,17763.765,48831.0,288914.765
DC011,SKU054,F002,397.0,5.955,595.5,137590.275,0.0,137590.275,0.0,137590.275
DC011,SKU055,F002,397.0,5.955,595.5,105137.50999999995,79400.0,11445.51,14292.0,105137.51
DC011,SKU056,F002,397.0,5.955,595.5,321024.12499999633,289016.0,31412.625,595.5,321024.125
DC011,SKU059,F002,397.0,5.955,595.5,928928.3899999987,841640.0,30120.39,57168.0,928928.39
DC011,SKU060,F002,397.0,5.955,595.5,280988.66,222320.0,20556.66,38112.0,280988.66000000003
DC011,SKU062,F002,397.0,5.955,595.5,7189570.75,6887950.0,179543.25,122077.5,7189570.75
DC011,SKU063,F002,397.0,5.955,595.5,478265.8999999913,436700.0,17745.9,23820.0,478265.9
DC011,SKU068,F002,397.0,5.955,595.5,2241390.5399999977,2096160.0,62456.04,82774.5,2241390.54
DC011,SKU069,F002,397.0,5.955,595.5,2899181.824999998,2766296.0,111447.825,21438.0,2899181.825
