dc_id,sku_id,factory_id,unit_transport_cost,holding_cost,stockout_cost,objective,transport_cost,holding_cost_total,stockout_cost_total,total_cost_check
DC017,SKU041,F001,260.0,3.9,390.0,351889.19999999995,324480.0,14539.199999999999,12870.0,351889.2
DC017,SKU042,F001,260.0,3.9,390.0,50239.7999999997,37440.0,4999.8,7800.0,50239.8
DC017,SKU045,F001,260.0,3.9,390.0,28385425.899999943,27414400.0,971025.9,0.0,28385425.9
DC017,SKU046,F001,260.0,3.9,390.0,28991396.2,27121120.0,733426.2,1136850.0,28991396.2
DC017,SKU047,F001,260.0,3.9,390.0,2631899.399999987,2514720.0,108599.4,8580.0,2631899.4
DC017,SKU048,F001,260.0,3.9,390.0,78273.0,0.0,78273.0,0.0,78273.0
DC017,SKU050,F001,260.0,3.9,390.0,106103.39999999948,87360.0,8213.4,10530.0,106103.4
DC017,SKU052,F001,260.0,3.9,390.0,82483.70000000001,72800.0,6173.7,3510.0,82483.7
DC017,SKU053,F001,260.0,3.9,390.0,287254.5,249600.0,11134.5,26520.0,287254.5
DC017,SKU054,F001,260.0,3.9,390.0,98346.3,0.0,98346.3,0.0,98346.3
DC017,SKU055,F001,260.0,3.9,390.0,114717.19999999997,104000.0,5647.2,5070.0,114717.2
DC017,SKU056,F001,260.0,3.9,390.0,315075.8,297440.0,17635.8,0.0,315075.8
DC017,SKU057,F001,260.0,3.9,390.0,54857.4,0.0,54857.4,0.0,54857.4
DC017,SKU059,F001,260.0,3.9,390.0,391323.3999999927,332800.0,12503.4,46020.0,391323.4
DC017,SKU060,F001,260.0,3.9,390.0,204436.7,166400.0,10736.699999999999,27300.0,204436.7
DC017,SKU062,F001,260.0,3.9,390.0,7700083.299999773,7228000.0,180753.3,291330.0,7700083.3
DC017,SKU063,F001,260.0,3.9,390.0,767828.0999999974,741000.0,26438.1,390.0,767828.1
DC017,SKU068,F001,260.0,3.9,390.0,1642547.3999999939,1497600.0,132077.4,12870.0,1642547.4
DC017,SKU069,F001,260.0,3.9,390.0,2524975.6999999974,2447120.0,72785.7,5070.0,2524975.7
DC017,SKU070,F001,260.0,3.9,390.0,458110.8999999984,432640.0,12990.9,12480.0,458110.9
DC017,SKU071,F001,260.0,3.9,390.0,147039.1,130000.0,12749.1,4290.0,147039.1
DC018,SKU001,F001,248.0,3.72,372.0,11160.0,0.0,0.0,11160.0,11160.0
DC018,SKU002,F001,248.0,3.72,372.0,57410.75999999979,38688.0,7562.76,11160.0,57410.76
DC018,SKU005,F001,248.0,3.72,372.0,1504844.16,1392768.0,106124.16,5952.0,1504844.16
DC018,SKU006,F001,248.0,3.72,372.0,2004996.9200000002,1788080.0,216172.92,744.0,2004996.92
DC018,SKU008,F001,248.0,3.72,372.0,1260422.7999999668,1180480.0,66550.8,13392.0,1260422.8
DC018,SKU009,F001,248.0,3.72,372.0,344287.23999998753,317440.0,21267.24,5580.0,344287.24
DC018,SKU011,F001,248.0,3.72,372.0,314569.3999999998,285200.0,16349.400000000001,13020.0,314569.4
DC018,SKU012,F001,248.0,3.72,372.0,317585.07999999943,257920.0,26185.08,33480.0,317585.08
DC018,SKU015,F001,248.0,3.72,372.0,314652.4799999957,285696.0,13332.480000000001,15624.0,314652.48
DC018,SKU016,F001,248.0,3.72,372.0,100317.24,0.0,100317.24,0.0,100317.24
DC018,SKU017,F001,248.0,3.72,372.0,128659.91999999828,114576.0,11107.92,2976.0,128659.92
DC018,SKU019,F001,248.0,3.72,372.0,12805136.519999996,12186720.0,618416.52,0.0,12805136.52
DC018,SKU022,F001,248.0,3.72,372.0,14749878.120000001,14329440.0,362034.12,58404.0,14749878.12
DC018,SKU023,F001,248.0,3.72,372.0,39489920.39999999,37194048.0,2295500.4,372.0,39489920.4
DC018,SKU024,F001,248.0,3.72,372.0,204019.6799999999,186000.0,9835.68,8184.0,204019.68
DC018,SKU025,F001,248.0,3.72,372.0,1985810.3999999994,1874880.0,93074.40000000001,17856.0,1985810.4
DC018,SKU026,F001,248.0,3.72,372.0,508855.0800000002,476160.0,25627.08,7068.0,508855.08
DC018,SKU027,F001,248.0,3.72,372.0,677832.3599999567,635376.0,16416.36,26040.0,677832.36
DC018,SKU029,F001,248.0,3.72,372.0,2370035.5600000056,2013760.0,347719.56,8556.0,2370035.56
DC018,SKU030,F001,248.0,3.72,372.0,88349.99999999866,71424.0,6138.0,10788.0,88350.0
DC018,SKU032,F001,248.0,3.72,372.0,1029889.4400000001,958272.0,60457.44,11160.0,1029889.44
DC018,SKU033,F001,248.0,3.72,372.0,135032.28,104160.0,20456.280000000002,10416.0,135032.28
DC018,SKU034,F001,248.0,3.72,372.0,469545.83999999746,416640.0,47697.840000000004,5208.0,469545.84
DC018,SKU036,F001,248.0,3.72,372.0,0.0,0.0,0.0,0.0,0.0
DC018,SKU038,F001,248.0,3.72,372.0,26475.239999999998,0.0,26475.24,0.0,26475.24
DC018,SKU039,F001,248.0,3.72,372.0,851336.8799999921,791616.0,45956.880000000005,13764.0,851336.88
DC018,SKU040,F001,248.0,3.72,372.0,35455.32,20832.0,12763.320000000002,1860.0,35455.32
DC018,SKU041,F001,248.0,3.72,372.0,259443.96,226176.0,19503.960000000003,13764.0,259443.96
DC018,SKU042,F001,248.0,3.72,372.0,60795.95999999714,47616.0,5739.96,7440.0,60795.96
DC018,SKU045,F001,248.0,3.72,372.0,18003030.51999989,15495040.0,2490506.52,17484.0,18003030.52
DC018,SKU046,F001,248.0,3.72,372.0,9993567.959999995,9478560.0,510915.96,4092.0,9993567.96
DC018,SKU047,F001,248.0,3.72,372.0,2759491.039999952,2643680.0,105395.04000000001,10416.0,2759491.04
DC018,SKU048,F001,248.0,3.72,372.0,53036.04,0.0,53036.04,0.0,53036.04
DC018,SKU050,F001,248.0,3.72,372.0,16189.44,0.0,16189.44,0.0,16189.44
DC018,SKU052,F001,248.0,3.72,372.0,98067.87999999989,79360.0,2711.88,15996.0,98067.88
DC018,SKU053,F001,248.0,3.72,372.0,149573.7599999488,119040.0,10073.76,20460.0,149573.76
DC018,SKU055,F001,248.0,3.72,372.0,18738.88,12400.0,1874.88,4464.0,18738.88
DC018,SKU056,F001,248.0,3.72,372.0,148010.1199999839,128960.0,11610.12,7440.0,148010.12
DC018,SKU057,F001,248.0,3.72,372.0,12979.08,0.0,7399.080000000001,5580.0,12979.080000000002
DC018,SKU059,F001,248.0,3.72,372.0,123724.71999999935,109120.0,6792.72,7812.0,123724.72
DC018,SKU060,F001,248.0,3.72,372.0,172903.11999999985,138880.0,10959.12,23064.0,172903.12
DC018,SKU062,F001,248.0,3.72,372.0,3257262.9999999935,3062800.0,179955.0,14508.0,3257263.0
DC018,SKU063,F001,248.0,3.72,372.0,1310182.7599999993,1252400.0,44390.76,13392.0,1310182.76
DC018,SKU068,F001,248.0,3.72,372.0,796345.36,734080.0,61149.36,1116.0,796345.36
DC018,SKU069,F001,248.0,3.72,372.0,1079835.3999999997,992992.0,73823.40000000001,13020.0,1079835.4
DC018,SKU070,F001,248.0,3.72,372.0,180764.72000000358,167648.0,13116.720000000001,0.0,180764.72
DC018,SKU071,F001,248.0,3.72,372.0,3173.16,0.0,197.16,2976.0,3173.16
