date,dc_id,sku_id,leadtime_actual,vlt_pred,recent_mean_7,recent_mean_30,recent_std_30,recent_sum_7,recent_sum_30,demand_forecast_sum,future_demand_sum,demand_source,current_inv,dc_capacity,factory_inv,transport_cost,pt_box,box_volume,push_lb,push_ub,target_replenishment,is_order_day,optimal_replenishment_pallet,optimal_replenishment_box,arrival_qty_box,ending_inventory_box,stockout_qty_box,holding_cost,stockout_cost,unit_transport_cost,target_replenishment_pallet,target_replenishment_box
2019-01-04,DC002,SKU005,2.0,2.0,41.0,35.2,42.56164157235166,287.0,1056.0,78.52,6.0,rolling_proxy,254.0,304664.05,12744.0,198.0,36.0,1.0,159000.0,161000.0,72.0,1,2,72.0,0.0,0.0,15.0,2.97,297.0,198.0,2.0,72.0
2019-01-04,DC002,SKU006,2.0,2.0,279.85714285714283,323.3333333333333,276.68662578608473,1959.0,9700.0,585.8,44.0,rolling_proxy,3077.0,304664.05,28222.0,198.0,70.0,0.6,159000.0,161000.0,0.0,1,0,0.0,0.0,958.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU008,2.0,2.0,115.0,128.1,102.24035406824449,805.0,3843.0,237.86,92.0,rolling_proxy,2377.0,304664.05,84.0,198.0,70.0,0.6,159000.0,161000.0,0.0,1,0,0.0,0.0,1782.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU009,3.0,3.0,203.28571428571428,203.76666666666668,105.55304616900241,1423.0,6113.0,610.29,437.0,rolling_proxy,1645.0,304664.05,0.0,198.0,80.0,0.852,159000.0,161000.0,0.0,1,0,0.0,0.0,689.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU011,4.0,4.0,120.57142857142857,130.13333333333333,109.12675606325375,844.0,3904.0,493.76,582.0,rolling_proxy,649.0,304664.05,1699.0,198.0,50.0,1.2,159000.0,161000.0,950.0,1,19,950.0,0.0,0.0,121.0,2.97,297.0,198.0,19.0,950.0
2019-01-04,DC002,SKU012,3.0,3.0,145.71428571428572,159.96666666666667,118.92812488595322,1020.0,4799.0,449.97,369.0,rolling_proxy,40.0,304664.05,0.0,198.0,130.0,0.5,159000.0,161000.0,390.0,1,3,390.0,0.0,0.0,256.0,2.97,297.0,198.0,3.0,390.0
2019-01-04,DC002,SKU013,4.0,4.0,24.714285714285715,15.466666666666667,28.988196831737486,173.0,464.0,87.76,289.0,rolling_proxy,0.0,304664.05,0.0,198.0,187.0,0.426,159000.0,161000.0,187.0,1,1,187.0,0.0,0.0,-0.0,2.97,297.0,198.0,1.0,187.0
2019-01-04,DC002,SKU014,2.0,2.0,205.71428571428572,209.63333333333333,193.1613286579094,1440.0,6289.0,413.78,0.0,rolling_proxy,3518.0,304664.05,0.0,198.0,110.0,0.71,159000.0,161000.0,0.0,1,0,0.0,0.0,2321.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU015,5.0,5.0,957.4285714285714,421.73333333333335,880.9614041236741,6702.0,12652.0,3983.5999999999995,558.0,rolling_proxy,1347.0,304664.05,0.0,198.0,48.0,2.0,159000.0,161000.0,192.0,1,4,192.0,0.0,811.0,0.0,2.97,297.0,198.0,4.0,192.0
2019-01-04,DC002,SKU016,2.0,2.0,52.857142857142854,74.16666666666667,57.97533000241472,370.0,2225.0,118.49999999999999,38.0,rolling_proxy,1202.0,304664.05,6650.0,198.0,56.0,1.2,159000.0,161000.0,0.0,1,0,0.0,0.0,1027.0,0.0,2.97,297.0,198.0,0.0,0.0
2019-01-04,DC002,SKU017,6.0,6.0,13.428571428571429,11.1,14.558731629735698,94.0,333.0,76.38,77.0,rolling_proxy,98.0,304664.05,27.0,198.0,42.0,0.99,159000.0,161000.0,42.0,1,1,42.0,0.0,14.0,0.0,2.97,297.0,198.0,1.0,42.0
2019-01-04,DC002,SKU019,3.0,3.0,3352.5714285714284,3703.5666666666666,2658.659395050236,23468.0,111107.0,10373.61,6205.0,rolling_proxy,19310.0,304664.05,7942.0,198.0,42.0,0.99,159000.0,161000.0,22134.0,1,527,22134.0,0.0,895.0,0.0,2.97,297.0,198.0,527.0,22134.0
2019-01-04,DC002,SKU022,3.0,3.0,5628.285714285715,6318.4,4531.5736310175225,39398.0,189552.0,17505.96,8824.0,rolling_proxy,10582.0,304664.05,3196.0,198.0,36.0,2.0,159000.0,161000.0,22752.0,1,632,22752.0,0.0,0.0,10120.0,2.97,297.0,198.0,632.0,22752.0
